"subdistrict_code","district_code","state_code","subdistrict_name"
"1840","614","13","Longmatra"
"1841","614","13","Pungro"
"1842","614","13","Khongsa"
"1843","757","13","Tseminyu"
"1844","757","13","Tsogin"
"1845","245","13","Chiephobozou"
"1846","245","13","Botsa"
"1847","245","13","Kezocha"
"1848","245","13","Jakhama"
"1849","245","13","Kohima Sadar"
"1850","245","13","Sechu-Zubza"
"1851","613","13","Pedi (Ngwalwa)"
"1852","613","13","Jalukie"
"1853","613","13","Athibung"
"1854","613","13","Kebai Khelma"
"1855","613","13","Nsong"
"1856","613","13","Tening"
"1857","613","13","Peren"
"1859","257","14","Paomata"
"1860","257","14","Purul"
"1861","712","14","Kangpokpi"
"1862","712","14","Saitu-Gamphazol"
"1864","258","14","Tamenglong West"
"1865","258","14","Tamenglong North"
"1866","258","14","Tamenglong"
"1867","714","14","Nungba"
"1868","715","14","Tipaimukh"
"1869","715","14","Thanlon"
"1870","254","14","Tuibong"
"1871","254","14","Churachandpur"
"1872","254","14","Singngat"
"1873","252","14","Nambol"
"1874","252","14","Bishnupur"
"1875","252","14","Moirang"
"1876","259","14","Lilong"
"1877","259","14","Thoubal"
"1878","711","14","Kakching"
"1879","256","14","Lamsang"
"1880","256","14","Patsoi"
"1881","256","14","Lamphelpat"
"1882","256","14","Wangoi"
"1883","713","14","Jiribam"
"1884","255","14","Sawombung"
"1885","255","14","Porompat"
"1886","255","14","Keirao Bitra"
"1887","260","14","Chingai"
"1888","260","14","Ukhrul"
"1889","717","14","Kamjong"
"1890","717","14","Phungyar"
"1891","717","14","Kasom Khullen"
"1892","716","14","Machi"
"1893","716","14","Tengnoupal"
"1894","253","14","Chandel"
"1895","253","14","Chakpikarong"
"1896","266","15","Zawlnuam"
"1897","266","15","West Phaileng"
"1898","266","15","Reiek"
"1899","263","15","N Thingdawl"
"1900","263","15","Bilkhawthlir"
"1901","261","15","Tlangnuam"
"1902","261","15","Darlawn"
"1903","727","15","Phullen"
"1904","261","15","Aibawk"
"1905","261","15","Thingsulthliah"
"1906","727","15","Ngopa"
"1907","728","15","Khawzawl"
"1908","262","15","Champhai"
"1909","262","15","Khawbung"
"1910","268","15","Serchhip"
"1911","268","15","East Lungdar"
"1912","265","15","Bunghmun"
"1913","265","15","Lungsen"
"1914","265","15","Lunglei"
"1915","726","15","Hnahthial"
"1916","264","15","Chawngte"
"1917","264","15","Lawngtlai"
"1918","264","15","S Bungtlang"
"1919","264","15","Sangau"
"1920","267","15","Tipa"
"1921","267","15","Siaha"
"1962","278","17","Selsella"
"1963","278","17","Dadenggiri"
"1964","278","17","Tikrikilla"
"1965","278","17","Rongram"
"1966","663","17","Betasing"
"1967","663","17","Zikzak"
"1968","278","17","Gambegre"
"1969","278","17","Dalu"
"1970","656","17","Resubelpara"
"1971","273","17","Dambo Rongjeng"
"1972","656","17","Kharkutta"
"1973","273","17","Songsak"
"1974","273","17","Samanda"
"1975","277","17","Chokpot"
"1976","277","17","Gasuapara"
"1977","277","17","Baghmara"
"1978","277","17","Rongara"
"1979","279","17","Mawshynrut"
"1980","279","17","Nongstoin"
"1981","740","17","Mawthadraishan"
"1982","740","17","Mairang"
"1983","658","17","Ranikor"
"1984","658","17","Mawkyrwat"
"1985","276","17","Umling"
"1986","276","17","Jirang"
"1987","276","17","Umsning"
"1988","274","17","Mawphlang"
"1989","274","17","Mylliem"
"1990","274","17","Mawryngkneng"
"1991","274","17","Mawkynrew"
"1992","274","17","Khatarshnong Laitkroh"
"1993","274","17","Mawsynram"
"1994","274","17","Shella Bholaganj"
"1995","274","17","Pynursla"
"1996","275","17","Thadlaskein"
"1997","275","17","Laskein"
"1998","275","17","Amlarem"
"1999","657","17","Wapung"
"2000","657","17","Saipung"
"2001","294","18","Gossaigaon (Pt)"
"2002","294","18","Bhowraguri"
"2003","294","18","Dotoma"
"2005","294","18","Bagribari (Pt)"
"2006","285","18","Agamoni"
"2011","707","18","South Salmara"
"2012","707","18","Mankachar"
"2013","287","18","Lakhipur"
"2014","287","18","Balijana"
"2015","287","18","Matia"
"2016","287","18","Dudhnai"
"2017","287","18","Rangjuli"
"2018","280","18","Barnagar (Pt)"
"2019","280","18","Kalgachia"
"2020","280","18","Baghbor"
"2021","280","18","Chenga"
"2022","280","18","Barpeta"
"2023","280","18","Sarthebari"
"2024","739","18","Bajali (Pt)"
"2025","739","18","Sarupeta (Pt)"
"2026","296","18","Mayong"
"2027","296","18","Bhuragaon"
"2028","296","18","Laharighat"
"2029","296","18","Marigaon"
"2030","296","18","Mikirbheta"
"2031","297","18","Kaliabor"
"2032","297","18","Samaguri"
"2033","297","18","Rupahi"
"2034","297","18","Dhing"
"2035","297","18","Nagaon"
"2036","297","18","Raha"
"2037","297","18","Kampur"
"2038","709","18","Hojai"
"2039","709","18","Doboka"
"2040","709","18","Lanka"
"2041","301","18","Dhekiajuli (Pt)"
"2042","301","18","Chariduar"
"2043","301","18","Tezpur"
"2044","705","18","Na-Duar"
"2045","705","18","Biswanath"
"2046","705","18","Helem"
"2047","705","18","Gohpur"
"2048","295","18","Narayanpur"
"2049","295","18","Bihpuria"
"2050","295","18","Naobaicha"
"2051","295","18","Kadam"
"2052","295","18","North Lakhimpur"
"2053","295","18","Dhakuakhana (Pt-I)"
"2054","295","18","Subansiri (Pt-I)"
"2055","284","18","Dhemaji"
"2056","284","18","Sissibargaon"
"2057","284","18","Jonai"
"2058","284","18","Gogamukh"
"2059","302","18","Sadiya"
"2060","302","18","Doom Dooma"
"2061","302","18","Tinsukia"
"2062","302","18","Margherita"
"2063","286","18","Dibrugarh West"
"2064","286","18","Dibrugarh East"
"2065","286","18","Chabua"
"2066","286","18","Tengakhat"
"2067","286","18","Moran"
"2068","286","18","Tingkhong"
"2069","286","18","Naharkatiya"
"2070","300","18","Dimow"
"2071","300","18","Sibsagar"
"2072","300","18","Amguri"
"2073","300","18","Nazira"
"2074","708","18","Sonari"
"2075","708","18","Mahmora"
"2076","706","18","Majuli"
"2077","290","18","Jorhat West"
"2078","290","18","Jorhat East"
"2079","290","18","Teok"
"2080","290","18","Titabor"
"2081","290","18","Mariani"
"2082","288","18","Bokakhat"
"2083","288","18","Khumtai"
"2084","288","18","Dergaon"
"2085","288","18","Golaghat"
"2086","288","18","Morangi"
"2087","288","18","Sarupathar"
"2088","710","18","Donka"
"2089","292","18","Diphu"
"2090","292","18","Phuloni"
"2091","292","18","Silonijan"
"2093","299","18","Haflong"
"2096","282","18","Katigora"
"2097","282","18","Silchar"
"2098","282","18","Udarbond"
"2099","282","18","Sonai"
"2100","282","18","Lakhipur"
"2101","293","18","Karimganj"
"2102","293","18","Badarpur"
"2103","293","18","Nilambazar"
"2104","293","18","Patharkandi"
"2105","293","18","Ramkrishna Nagar"
"2106","289","18","Algapur"
"2107","289","18","Hailakandi"
"2108","289","18","Lala"
"2109","289","18","Katlichara"
"2110","281","18","Bongaigaon (Pt)"
"2111","281","18","Boitamari"
"2112","281","18","Srijangram"
"2113","612","18","Bengtol"
"2114","612","18","Sidli (Pt)"
"2115","612","18","Bijni (Pt)"
"2117","291","18","Koya"
"2118","291","18","Kamalpur"
"2119","291","18","Hajo"
"2120","291","18","Chhaygaon"
"2121","291","18","Goroimari"
"2122","291","18","Chamaria"
"2123","291","18","Nagarbera"
"2124","291","18","Boko"
"2125","291","18","Palasbari"
"2126","291","18","North Guwahati (Pt)"
"2127","618","18","Azara"
"2128","618","18","Guwahati"
"2129","618","18","Dispur"
"2130","618","18","Sonapur"
"2131","618","18","Chandrapur"
"2132","298","18","Tihu (Pt)"
"2133","298","18","Pachim Nalbari"
"2134","298","18","Barkhetri"
"2135","298","18","Barbhag"
"2136","298","18","Nalbari"
"2137","298","18","Banekuchi"
"2138","298","18","Ghograpar (Pt)"
"2139","616","18","Baganpara (Pt)"
"2140","616","18","Jalah (Pt)"
"2141","616","18","Goreswar (Pt)"
"2143","616","18","Baska"
"2144","756","18","Tamulpur"
"2146","283","18","Pathorighat (Pt)"
"2147","283","18","Sipajhar"
"2148","283","18","Mangaldoi (Pt)"
"2149","283","18","Dalgaon (Pt)"
"2151","617","18","Harisinga"
"2152","617","18","Udalguri"
"2153","617","18","Mazbat"
"2154","309","19","Darjeeling Pulbazar"
"2155","309","19","Rangli Rangliot"
"2156","702","19","Kalimpong -I"
"2157","702","19","Lava"
"2158","702","19","Gorubathan"
"2159","309","19","Jorebunglow Sukiapokhri"
"2160","309","19","Mirik"
"2161","309","19","Kurseong"
"2162","309","19","Matigara"
"2163","309","19","Naxalbari"
"2164","309","19","Phansidewa"
"2165","309","19","Kharibari"
"2166","314","19","Rajganj"
"2167","314","19","Mal"
"2168","314","19","Matiali"
"2169","314","19","Nagrakata"
"2170","664","19","Madarihat"
"2171","664","19","Kalchini"
"2172","664","19","Kumargram"
"2173","664","19","Alipurduar - I"
"2174","664","19","Alipurduar - II"
"2175","664","19","Falakata"
"2176","314","19","Dhupguri"
"2177","314","19","Maynaguri"
"2178","314","19","Jalpaiguri"
"2179","308","19","Haldibari"
"2180","308","19","Mekliganj"
"2181","308","19","Mathabhanga - I"
"2182","308","19","Mathabhanga II"
"2183","308","19","Coochbehar I"
"2184","308","19","Cooch Behar - II"
"2185","308","19","Tufanganj - I"
"2186","308","19","Tufanganj - II"
"2187","308","19","Dinhata - I"
"2188","308","19","Dinhata - II"
"2189","308","19","Sitai"
"2190","308","19","Sitalkuchi"
"2191","311","19","Chopra"
"2192","311","19","Islampur"
"2193","311","19","Goalpokhar - I"
"2194","311","19","Goalpokhar - II"
"2195","311","19","Karandighi"
"2196","311","19","Raiganj"
"2197","311","19","Hemtabad"
"2198","311","19","Kaliaganj"
"2199","311","19","Itahar"
"2200","310","19","Kushmundi"
"2201","310","19","Gangarampur"
"2202","310","19","Kumarganj"
"2203","310","19","Hilli"
"2204","310","19","Balurghat"
"2205","310","19","Tapan"
"2206","310","19","Bansihari"
"2207","310","19","Harirampur"
"2208","316","19","Harischandrapur - I"
"2209","316","19","Harischandrapur - II"
"2210","316","19","Chanchal - I"
"2211","316","19","Chanchal - II"
"2212","316","19","Ratua - I"
"2213","316","19","Ratua - II"
"2214","316","19","Gazole"
"2215","316","19","Bamangola"
"2216","316","19","Habibpur"
"2217","316","19","Maldah (Old)"
"2218","316","19","English Bazar"
"2219","316","19","Manikchak"
"2220","316","19","Kaliachak - I"
"2221","316","19","Kaliachak - II"
"2222","316","19","Kaliachak - III"
"2223","319","19","Farakka"
"2224","319","19","Samserganj"
"2225","319","19","Suti - I"
"2226","319","19","Suti - II"
"2227","319","19","Raghunathganj - I"
"2228","319","19","Raghunathganj - II"
"2229","319","19","Lalgola"
"2230","319","19","Sagardighi"
"2231","319","19","Bhagawangola - I"
"2232","319","19","Bhagawangola - II"
"2233","319","19","Raninagar - II"
"2234","319","19","Jalangi"
"2235","319","19","Domkal"
"2236","319","19","Raninagar - I"
"2237","319","19","Murshidabad Jiaganj"
"2238","319","19","Nabagram"
"2239","319","19","Khargram"
"2240","319","19","Kandi"
"2241","319","19","Berhampore"
"2242","319","19","Hariharpara"
"2243","319","19","Nawda"
"2244","319","19","Beldanga - I"
"2245","319","19","Beldanga - II"
"2246","319","19","Bharatpur - II"
"2247","319","19","Bharatpur - I"
"2248","319","19","Burwan"
"2249","307","19","Murarai - I"
"2250","307","19","Murarai - II"
"2251","307","19","Nalhati - I"
"2252","307","19","Nalhati - II"
"2253","307","19","Rampurhat - I"
"2254","307","19","Rampurhat - II"
"2255","307","19","Mayureswar - I"
"2256","307","19","Mayureswar - II"
"2257","307","19","Mohammad Bazar"
"2258","307","19","Rajnagar"
"2259","307","19","Suri - I"
"2260","307","19","Suri - II"
"2261","307","19","Sainthia"
"2262","307","19","Labpur"
"2263","307","19","Nanoor"
"2264","307","19","Bolpur Sriniketan"
"2265","307","19","Illambazar"
"2266","307","19","Dubrajpur"
"2267","307","19","Khoyrasol"
"2268","704","19","Salanpur"
"2269","704","19","Barabani"
"2270","704","19","Jamuria"
"2271","704","19","Raniganj"
"2272","704","19","Ondal"
"2273","704","19","Pandabeswar"
"2274","704","19","Faridpur Durgapur"
"2275","704","19","Kanksa"
"2276","306","19","Ausgram - II"
"2277","306","19","Ausgram - I"
"2278","306","19","Mangolkote"
"2279","306","19","Ketugram - I"
"2280","306","19","Ketugram - II"
"2281","306","19","Katwa - I"
"2282","306","19","Katwa - II"
"2283","306","19","Purbasthali - I"
"2284","306","19","Purbasthali - II"
"2285","306","19","Manteswar"
"2286","306","19","Bhatar"
"2287","306","19","Galsi - I"
"2288","306","19","Galsi - II"
"2289","306","19","Burdwan - I"
"2290","306","19","Burdwan - II"
"2291","306","19","Memari - I"
"2292","306","19","Memari - II"
"2293","306","19","Kalna - I"
"2294","306","19","Kalna - II"
"2295","306","19","Jamalpur"
"2296","306","19","Raina - I"
"2297","306","19","Khandaghosh"
"2298","306","19","Raina - II"
"2299","320","19","Karimpur - I"
"2300","320","19","Karimpur - II"
"2301","320","19","Tehatta - I"
"2302","320","19","Tehatta - II"
"2303","320","19","Kaliganj"
"2304","320","19","Nakashipara"
"2305","320","19","Chapra"
"2306","320","19","Krishnagar - II"
"2307","320","19","Nabadwip"
"2308","320","19","Krishnagar - I"
"2309","320","19","Krishnaganj"
"2310","320","19","Hanskhali"
"2311","320","19","Santipur"
"2312","320","19","Ranaghat - I"
"2313","320","19","Ranaghat - II"
"2314","320","19","Chakdah"
"2315","320","19","Haringhata"
"2316","303","19","Bagda"
"2317","303","19","Bongaon"
"2318","303","19","Gaighata"
"2319","303","19","Swarupnagar"
"2320","303","19","Habra - I"
"2321","303","19","Habra - II"
"2322","303","19","Amdanga"
"2323","303","19","Barrackpur - I"
"2324","303","19","Barrackpur - II"
"2325","303","19","Barasat - I"
"2326","303","19","Barasat - II"
"2327","303","19","Deganga"
"2328","303","19","Baduria"
"2329","303","19","Basirhat - I"
"2330","303","19","Basirhat - II"
"2331","303","19","Haroa"
"2332","303","19","Rajarhat"
"2333","303","19","Minakhan"
"2334","303","19","Sandeshkhali - I"
"2335","303","19","Sandeshkhali - II"
"2336","303","19","Hasnabad"
"2337","303","19","Hingalganj"
"2338","312","19","Goghat - I"
"2339","312","19","Goghat - II"
"2340","312","19","Arambag"
"2341","312","19","Pursura"
"2342","312","19","Tarakeswar"
"2343","312","19","Dhaniakhali"
"2344","312","19","Pandua"
"2345","312","19","Balagarh"
"2346","312","19","Chinsurah - Magra"
"2347","312","19","Polba - Dadpur"
"2348","312","19","Haripal"
"2349","312","19","Singur"
"2350","312","19","Serampur Uttarpara"
"2351","312","19","Chanditala - I"
"2352","312","19","Chanditala - II"
"2353","312","19","Jangipara"
"2354","312","19","Khanakul - I"
"2355","312","19","Khanakul - II"
"2356","305","19","Saltora"
"2357","305","19","Mejhia"
"2358","305","19","Gangajalghati"
"2359","305","19","Chhatna"
"2360","305","19","Indpur"
"2361","305","19","Bankura - I"
"2362","305","19","Bankura - II"
"2363","305","19","Barjora"
"2364","305","19","Sonamukhi"
"2365","305","19","Patrasayer"
"2366","305","19","Indus"
"2367","305","19","Kotulpur"
"2368","305","19","Jaypur"
"2369","305","19","Vishnupur"
"2370","305","19","Onda"
"2371","305","19","Taldangra"
"2372","305","19","Simlapal"
"2373","305","19","Khatra"
"2374","305","19","Hirbandh"
"2375","305","19","Ranibundh"
"2376","305","19","Raipur"
"2377","305","19","Sarenga"
"2378","321","19","Jaipur"
"2379","321","19","Purulia - II"
"2380","321","19","Para"
"2381","321","19","Raghunathpur - II"
"2382","321","19","Raghunathpur - I"
"2383","321","19","Neturia"
"2384","321","19","Santuri"
"2385","321","19","Kashipur"
"2386","321","19","Hura"
"2387","321","19","Purulia - I"
"2388","321","19","Puncha"
"2389","321","19","Arsha"
"2390","321","19","Jhalda - I"
"2391","321","19","Jhalda - II"
"2392","321","19","Bagmundi"
"2393","321","19","Balarampur"
"2394","321","19","Barabazar"
"2395","321","19","Manbazar - I"
"2396","321","19","Manbazar - II"
"2397","321","19","Bundwan"
"2398","313","19","Udaynarayanpur"
"2399","313","19","Amta - II"
"2400","313","19","Amta - I"
"2401","313","19","Jagatballavpur"
"2402","313","19","Domjur"
"2403","313","19","Bally Jagachha"
"2404","313","19","Sankrail"
"2405","313","19","Panchla"
"2406","313","19","Uluberia - II"
"2407","313","19","Uluberia - I"
"2408","313","19","Bagnan - I"
"2409","313","19","Bagnan - II"
"2410","313","19","Shyampur - I"
"2411","313","19","Shyampur - II"
"2412","304","19","Thakurpukur Mahestola"
"2413","304","19","Budge Budge - I"
"2414","304","19","Budge Budge - II"
"2415","304","19","Bishnupur - I"
"2416","304","19","Bishnupur - II"
"2417","304","19","Sonar Pur"
"2418","304","19","Bhangar - I"
"2419","304","19","Bhangar - II"
"2420","304","19","Canning - I"
"2421","304","19","Canning - II"
"2422","304","19","Baruipur"
"2423","304","19","Magrahat - II"
"2424","304","19","Magrahat - I"
"2425","304","19","Falta"
"2426","304","19","Diamond Harbour - I"
"2427","304","19","Diamond Harbour - II"
"2428","304","19","Kulpi"
"2429","304","19","Mandirbazar"
"2430","304","19","Mathurapur - I"
"2431","304","19","Jaynagar - I"
"2432","304","19","Jaynagar - II"
"2433","304","19","Kultali"
"2434","304","19","Basanti"
"2435","304","19","Gosaba"
"2436","304","19","Mathurapur - II"
"2437","304","19","Kakdwip"
"2438","304","19","Sagar"
"2439","304","19","Namkhana"
"2440","304","19","Patharpratima"
"2441","703","19","Binpur - II"
"2442","703","19","Binpur - I"
"2443","318","19","Garbeta - II"
"2444","318","19","Garbeta - I"
"2445","318","19","Garbeta - III"
"2446","318","19","Chandrakona - I"
"2447","318","19","Chandrakona - II"
"2448","318","19","Ghatal"
"2449","318","19","Daspur - I"
"2450","318","19","Daspur - II"
"2451","318","19","Keshpur"
"2452","318","19","Salbani"
"2453","318","19","Midnapore"
"2454","703","19","Jhargram"
"2455","703","19","Jamboni"
"2456","703","19","Gopiballavpur - II"
"2457","703","19","Gopiballavpur - I"
"2458","703","19","Nayagram"
"2459","703","19","Sankrail"
"2460","318","19","Kharagpur - I"
"2461","318","19","Kharagpur - II"
"2462","318","19","Debra"
"2463","318","19","Pingla"
"2464","318","19","Sabang"
"2465","318","19","Narayangarh"
"2466","318","19","Keshiary"
"2467","318","19","Dantan - I"
"2468","318","19","Dantan - II"
"2469","318","19","Mohanpur"
"2470","317","19","Panskura"
"2471","317","19","Kolaghat"
"2472","317","19","Tamluk"
"2473","317","19","Sahid Matangini"
"2474","317","19","Nanda Kumar"
"2475","317","19","Mahisadal"
"2476","317","19","Moyna"
"2477","317","19","Potashpur - I"
"2478","317","19","Potashpur - II"
"2479","317","19","Bhagawanpur - II"
"2480","317","19","Bhagawanpur - I"
"2481","317","19","Chandipur"
"2482","317","19","Sutahata"
"2483","317","19","Haldia"
"2484","317","19","Nandigram - I"
"2485","317","19","Nandigram - II"
"2486","317","19","Khejuri - I"
"2487","317","19","Khejuri - II"
"2488","317","19","Contai - I"
"2489","317","19","Deshopran"
"2490","317","19","Contai - III"
"2491","317","19","Egra - I"
"2492","317","19","Egra - II"
"2493","317","19","Ramnagar - I"
"2494","317","19","Ramnagar - II"
"2495","328","20","Kharaundhi"
"2496","328","20","Bhawnathpur"
"2497","328","20","Ketar*"
"2498","328","20","Kandi"
"2499","328","20","Majhiaon"
"2500","328","20","Bardiha"
"2501","328","20","Ramna"
"2502","328","20","Bishunpura"
"2503","328","20","Nagaruntari"
"2504","328","20","Dhurki"
"2505","328","20","Sagma"
"2506","328","20","Dandai"
"2507","328","20","Chinia"
"2508","328","20","Meral (Pipra Kalan)"
"2509","328","20","Garhwa"
"2510","328","20","Danda"
"2511","328","20","Ranka"
"2512","328","20","Ramkanda"
"2513","328","20","Bhandaria"
"2514","323","20","Shaligram Ram Narayanpur(Hunterganj)"
"2515","323","20","Pratappur"
"2516","323","20","Kunda"
"2517","323","20","Lawalaung"
"2518","323","20","Chatra"
"2519","323","20","Kanha Chatti"
"2520","323","20","Itkhori"
"2521","323","20","Mayur Hand"
"2522","323","20","Gidhaur"
"2523","323","20","Pathalgora"
"2524","323","20","Simaria"
"2525","323","20","Tandwa"
"2526","334","20","Satgawan"
"2527","334","20","Koderma"
"2528","334","20","Domchanch"
"2529","334","20","Jainagar"
"2530","334","20","Chandwara"
"2531","334","20","Markacho"
"2532","329","20","Gawan"
"2533","329","20","Tisri"
"2534","329","20","Deori"
"2535","329","20","Dhanwar"
"2536","329","20","Jamua"
"2537","329","20","Bengabad"
"2538","329","20","Gandey"
"2539","329","20","Giridih"
"2540","329","20","Birni"
"2541","329","20","Bagodar"
"2542","329","20","Suriya"
"2543","329","20","Dumri"
"2544","329","20","Pirtanr"
"2545","324","20","Deoghar"
"2546","324","20","Mohanpur"
"2547","324","20","Sarwan"
"2548","324","20","Sona Rai Tharhi"
"2549","324","20","Devipur"
"2550","324","20","Madhupur"
"2551","324","20","Margo Munda"
"2552","324","20","Karon"
"2553","324","20","Sarath"
"2554","324","20","Palojori"
"2555","330","20","Meherma"
"2556","330","20","Thakurgangti"
"2557","330","20","Boarijor"
"2558","330","20","Mahagama"
"2559","330","20","Pathargama"
"2560","330","20","Bashant Rai*"
"2561","330","20","Godda"
"2562","330","20","Poreyahat"
"2563","330","20","Sundarpahari"
"2564","340","20","Sahibganj"
"2565","340","20","Mandro"
"2566","340","20","Borio"
"2567","340","20","Barhait"
"2568","340","20","Taljhari"
"2569","340","20","Rajmahal"
"2570","340","20","Udhwa"
"2571","340","20","Pathna"
"2572","340","20","Barharwa"
"2573","337","20","Litipara"
"2574","337","20","Amrapara"
"2575","337","20","Hiranpur"
"2576","337","20","Pakaur"
"2577","337","20","Maheshpur"
"2578","337","20","Pakuria"
"2579","325","20","Tundi"
"2580","325","20","Purbi Tundi*"
"2581","325","20","Topchanchi"
"2582","325","20","Baghmara-Cum-Katras"
"2583","325","20","Gobindpur"
"2584","325","20","Dhanbad-Cum-Kenduadih-Cum-Jagata"
"2585","325","20","Jharia-Cum-Jorapokhar-Cum-Sindri"
"2586","325","20","Baliapur"
"2587","325","20","Nirsa-Cum-Chirkunda"
"2588","322","20","Nawadih"
"2589","322","20","Chandrapura"
"2590","322","20","Bermo"
"2591","322","20","Gomia"
"2592","322","20","Peterwar"
"2593","322","20","Kasmar"
"2594","322","20","Jaridih"
"2595","322","20","Chas"
"2596","322","20","Chandankiyari"
"2597","336","20","Kisko"
"2598","336","20","Peshrar"
"2599","336","20","Kuru"
"2600","336","20","Kairo"
"2601","336","20","Lohardaga"
"2602","336","20","Senha"
"2603","336","20","Bhandra"
"2604","327","20","Patamda"
"2605","327","20","Boram"
"2606","327","20","Golmuri-Cum-Jugsalai"
"2607","327","20","Ghatshila"
"2608","327","20","Potka"
"2609","327","20","Musabani"
"2610","327","20","Dumaria"
"2611","327","20","Dhalbhumgarh"
"2612","327","20","Gurbandha"
"2613","327","20","Chakulia"
"2614","327","20","Baharagora"
"2615","338","20","Hussainabad"
"2616","338","20","Haidernagar"
"2617","338","20","Mohammad Ganj"
"2618","338","20","Hariharganj"
"2619","338","20","Pipra"
"2620","338","20","Chhatarpur"
"2621","338","20","Nawadiha Bazar/Nawadiha*"
"2622","338","20","Pandu"
"2623","338","20","Untari Road"
"2624","338","20","Bishrampur"
"2625","338","20","Nawa Bazar"
"2626","338","20","Patan"
"2627","338","20","Padwa"
"2628","338","20","Manatu"
"2629","338","20","Tarhasi"
"2630","338","20","Panki"
"2631","338","20","Satbarwa"
"2632","338","20","Nilambar-Pitambarpur(Lesliganj)"
"2633","338","20","Medininagar(Daltonganj)"
"2634","338","20","Chainpur"
"2635","335","20","Manika"
"2636","335","20","Barwadih"
"2637","335","20","Mahuadanr"
"2638","335","20","Garu"
"2639","335","20","Latehar"
"2640","335","20","Balumath"
"2641","335","20","Bariyatu"
"2642","335","20","Herhanj"
"2643","335","20","Chandwa"
"2644","332","20","Chauparan"
"2645","332","20","Barhi"
"2646","332","20","Padma"
"2647","332","20","Ichak"
"2648","332","20","Tati Jhariya"
"2649","332","20","Daru"
"2650","332","20","Barkatha"
"2651","332","20","Chalkusa"
"2652","332","20","Bishungarh"
"2653","332","20","Hazaribag"
"2654","332","20","Katkamsandi"
"2655","332","20","Katamdag"
"2656","332","20","Keredari"
"2657","332","20","Barkagaon"
"2658","332","20","Churchu"
"2659","332","20","Dadi"
"2660","607","20","Patratu"
"2661","607","20","Mandu"
"2662","607","20","Ramgarh"
"2663","607","20","Dulmi"
"2664","607","20","Chitarpur"
"2665","607","20","Gola"
"2666","326","20","Saraiyahat"
"2667","326","20","Jarmundi"
"2668","326","20","Ramgarh"
"2669","326","20","Gopikandar"
"2670","326","20","Kathikund"
"2671","326","20","Shikaripara"
"2672","326","20","Ranishwar"
"2673","326","20","Dumka"
"2674","326","20","Jama"
"2675","326","20","Masalia"
"2676","333","20","Narayanpur"
"2677","333","20","Karma Tanr Vidyasagar*"
"2678","333","20","Jamtara"
"2679","333","20","Nala"
"2680","333","20","Fatehpur"
"2681","333","20","Kundhit"
"2682","339","20","Burmu"
"2683","339","20","Khelari"
"2684","339","20","Kanke"
"2685","339","20","Ormanjhi"
"2686","339","20","Angara"
"2687","339","20","Rahe"
"2688","339","20","Silli"
"2689","339","20","Sonahatu"
"2690","339","20","Namkum"
"2691","339","20","Ratu"
"2692","339","20","Nagri"
"2693","339","20","Mandar"
"2694","339","20","Chanho"
"2695","339","20","Bero"
"2696","339","20","Itki"
"2697","339","20","Lapung"
"2698","339","20","Bundu"
"2699","339","20","Tamar I"
"2700","606","20","Karra"
"2701","606","20","Torpa"
"2702","606","20","Rania"
"2703","606","20","Murhu"
"2704","606","20","Khunti"
"2705","606","20","Erki(Tamar Ii)"
"2706","331","20","Bishunpur"
"2707","331","20","Ghaghra"
"2708","331","20","Sisai"
"2709","331","20","Bharno"
"2710","331","20","Kamdara"
"2711","331","20","Basia"
"2712","331","20","Gumla"
"2713","331","20","Chainpur"
"2714","331","20","Dumri"
"2715","331","20","Albert Ekka(Jari)"
"2716","331","20","Raidih"
"2717","331","20","Palkot"
"2718","342","20","Simdega"
"2719","342","20","Pakar Tanr"
"2720","342","20","Kurdeg"
"2721","342","20","Kersai"
"2722","342","20","Bolba"
"2723","342","20","Thethaitangar"
"2724","342","20","Kolebira"
"2725","342","20","Jaldega"
"2726","342","20","Bansjor"
"2727","342","20","Bano"
"2728","343","20","Sonua"
"2729","343","20","Gudri"
"2730","343","20","Bandgaon"
"2731","343","20","Chakradharpur"
"2732","343","20","Khuntpani"
"2733","343","20","Goilkera"
"2734","343","20","Anandpur"
"2735","343","20","Manoharpur"
"2736","343","20","Noamundi"
"2737","343","20","Tonto"
"2738","343","20","Hat Gamharia"
"2739","343","20","Chaibasa"
"2740","343","20","Tantnagar"
"2741","343","20","Manjhari"
"2742","343","20","Jhinkpani"
"2743","343","20","Jagannathpur"
"2744","343","20","Kumardungi"
"2745","343","20","Majhgaon"
"2746","341","20","Kuchai"
"2747","341","20","Kharsawan"
"2748","341","20","Chandil"
"2749","341","20","Ichagarh"
"2750","341","20","Kukru"
"2751","341","20","Nimdih"
"2752","341","20","Adityapur(Gamharia)"
"2753","341","20","Saraikela"
"2754","341","20","Gobindpur(Rajnagar)"
"2755","347","21","Paikamal"
"2756","347","21","Jharbandha"
"2757","347","21","Padmapur"
"2758","347","21","Burdenp.S."
"2759","347","21","Gaisilet"
"2760","347","21","Melchhamunda"
"2761","347","21","Sohela"
"2762","347","21","Bijepur"
"2763","347","21","Barapali"
"2764","347","21","Bheden"
"2765","347","21","Bargarh"
"2766","347","21","Bargarh Sadar"
"2767","347","21","Bhatli"
"2768","347","21","Ambabhona"
"2769","347","21","Attabira"
"2770","357","21","Rengali"
"2771","357","21","Lakhanpur"
"2772","357","21","Belpahar"
