"id", "name_of_pfc", "pfc_name", "postal_address", "pin_code", "nearby_landmark", "latitude", "longitude","district_code"
150,"Kamrup Rural", "Baidyagarh GP Office (Rangia), Vill - Tarani, P.O -Tarani, P.S - Rangia", "Vill - Tarani, P.O -Tarani, P.S - Rangia", "781354", "Near Arimatta Mini Stadium", "26.49255", "91.59765","291"
151,"Kamrup Rural", "Sub Register office Amingao n","De Office, Kamrup, Amingaon (North Guwahati), P.0- Amingaon, Ps- North Guwahati","781031","Near Kamrup District Court","26.193173","91.67295","291"
152,"Kamrup Rural", "Koya Circle Office","Vill - Kayan, P.0-Baranghati, P.S-Kayan","781350","Near Kayan Police Station","26.369047","91.5514148","291"
153,"Karbi Anglong", "Bokajan Development Block","Bokajan Development Block Office, Bokajan, Karbi Anglong, Assam","782488","Bokajan Town Ward No. 1, Near Cci","26.017043","93.763309","292"
154,"Karbi Anglong", "Dengaon Irrigation IB","Dengaon Irrigation lb, Dengaon Main Market, Karbi Anglong, Assam","782441","Dengaon Main Market","26.221363","92.979097","292"
155,"Karbi Anglong", "Diphu District Transport","Diphu District Transport Office, Diphu, Karbi Anglong, Assam","782460","Diphu Thana Road Ward No. 5","25.838541","93.427191","292"
156,"Karbi Anglong", "Howraghat Development Block","Howraghat Development Block Office, Howraghat, Karbi Anglong, Assam","782481","Howraghat Town, Block Development Office Pan Engti Gaon","26.110642","93.033491","292"
157,"Karbi Anglong", "Howraghat SD0(Civil) office","Howraghat Sdo(Civil) Office, Howraghat, Karbi Anglong, Assam","782481","Howraghat Town Ward No. 1","26.113221","93.038046","292"
158,"Karbi Anglong", "Karbi Anglong Autonomous Council, KAAC office","Karbi Anglong Autonomous Council Office Diphu, Karbi Anglong, Assam","782460","Karbi Anglong Autonomous Council, Kaac Office","25.839656","93.436186","292"
159,"Karbi Anglong", "Langsomepi Development Block","Langsomepi Development Block Office, Bokolia, Karbi Anglong, Assam","782482","Bokolia, Near Police Station","26.05474","93.200744","292"
160,"Karbi Anglong", "Lumbajong Dev. Block","Lumbajong Dev. Block Office, Manja Tiniali Opp. Assam Gramin Vikas Bank Manja Branch, Manja, Karbi Anglong Assam.","782461","Manja Tiniali Opp. Assam Gramin Vikas Bank Manja Branch.","25.967941","93.457463","292"
161,"Karbi Anglong", "Nilip Development Block","Nilip Development Block Office, Sarthe Tokbi Arong (Village), Chowkihola, Karbi Anglong, Assam","782480","Sarthe Tokbi Arong (Village), Chowkihola","26.422782","93.743477","292"
162,"Karbi Anglong", "Phuloni A.R.O. office","Phuloni A.R.O. Office, Near Longki Hanse Village, Phuloni, Karbi Anglong, Assam.","782441","Phuloni Circle Office Near Longki Hanse Village.","26.169462","93.136819","292"
163,"Karbi Anglong", "Rongmongwe Dev. Block office","Rongmongve Development Block Office, Kat Teron Arong (Village), Karbi Anglong, Assam.","782136","Ward No.1 Rongmongve Town, Kat Teron Arong (Village)","26.528646","93.262551","292"
164,"Karbi Anglong", "Silonijan ARO Office","Silonijan A.R.O Office, Silonijan Circle Office Ting Basti Silonijan, Karbi Anglong, Assam.","785602","Silonijan Circle Office Ting Basti Silonijan","26.322619","93.873395","292"
165,"Karbi Anglong", "Diphu Revenue Office","Diphu Revenue Office De Colony Diphu, Near Veterinary Office, Diphu, Karbi Anglong, Assam","782460","Diphu Revenue Office De Colony Diphu, Near Veterinary Office","25.838309","93.436055","292"
166,"Karbi Anglong", "Samelangso Dev. Block","Samelangso Development Block Office, Moinangpani, Karbi Anglong, Assam.","782481","Near Moinangpani, Samelangso Development Block Office","26.19733","93.072151","292"
167,"Karbi Anglong", "DC Office, Diphu","Dc Office, Diphu, Karbi Anglong, Assam","782460","Dc Office, Diphu","25.838182","93.43458","292"
168,"Karimganj", "Dullacherra Block Office","Dullabcherra Block 0ffice,Dul1abcherra, 7 No. Votarbond, Block Road, Karimganj Assam Pin : 788736","788736","Dullabcherra Block Office","24.472977","92.436468","293"
169,"Karimganj", "Lowairpoa Block Office","SibergooI,Lowairpoa, Dist : Karimganj, Pin : 788726","788726","Lowairpoa Block 0 ffice","24.468204","92.314614","293"
170,"Karimganj", "North Karimganj Block Office","Gardarashi, P.0 & Dist :Karimganj, Pin : 788709","788709","North Karimganj Block","24.876289","92.316446","293"
171,"Karimganj", "Patharkandi Block Office","Patharkandi Block Office,P.0+P.S :- Pathakandi, Dist : Karimganj , Assam  :- 788724","788724","Patharkandi Block Office","24.589423","92.337485","293"
172,"Karimganj", "South Karimganj Block Office","South Karimganj Block Office, Shyam nagar, Karimganj Assam Pin : 788713","788713","South Karimganj Block Office","24.843059","92.393242","293"
173,"Karimganj", "Ramkrishnanagar Circle Office","Ramkrishnanagar Circle Office,P.0+P.S:- Ramkrishnanagar, Dist : Karimganj - 788166","788166","Ramkrishnanagar Circle Office","24.568433","92.467085","293"
174,"Karimganj", "Patharkandi Circle Office","P.0 : Pathakandi, Dist : Karimganj , Assam 788724","788724","Patharkandi Circle Office","24.605115","92.318154","293"
175,"Karimganj", "Nilambazar Circle Office","Jatrapur Road, P.0 : Nilambazar, Dist : Karimganj, Pin : 788722","788722","Nilambazar Circle Office","24.749956","92.349931","293"
176,"Kokrajhar", "DC Office Kokrajhar","Office Of The District Commissioner, P.0, P.S. & Dist.-Kokrajhar","783370","Near Sbi, Main Branch","26.399786","90.261278","294"
177,"Kokrajhar", "Hatidhura Block Office","Vill.-Hatidhura P.0.-Srinagar P.S.-Tamarhat Dist.- Kokrajhar","783332","Hatidhura College","26.320996","89.854743","294"
178,"Kokrajhar", "Kachugaon Block Office","Vill.-Kanupara No 1 P.0.-Gurufela P.S.- Kachugaon Dist.-Kokrajhar","783360","Near Gurufela Police Station","26.515177","90.034437","294"
179,"Kokrajhar", "Serfanguri Thesil Office","Vill-Serfanguri P.O.+P.S. Serfanguri Dist. Kokrajhar","783346","Nh31C","26.552921","90.152948","294"
180,"Kokrajhar", "Titaguri Block Office","Vill.-Titaguri P.0. Titaguri P.S. & Dist.- Kokrajhar","783370","J D Road","26.442318","90.288043","294"
181,"Kokrajhar", "Bhawraguri Circle Office","Vill & Po- Aminkata, Ps- Gossaigaon, Dist- Kokrajhar","783337","Near Choutara Me School","26.407875","90.080694","294"
182,"Kokrajhar", "Bagribari Circle Office","Vill, Po & Ps- Bagribari, Dist- Kokrajhar","783349","Near Bagribari Police Station","26.522189","90.503104","294"
183,"Kokrajhar", "Dotoma Circle office","Vill, Po & Ps— Dotma, Dist- Kokrajhar","783347","Near High Secondary School Dotma","26.465881","90.148536","294"
184,"Kokrajhar", "Gossaigaon Sdo Civil","Vill -Habru bil Po-Gossa igaon Ps-Gossaigaon Dist- Kokrajhar","783360","P.N.B. Civil Hospital Road","26.451613","89.973202","294"
185,"Lakhimpur", "Bihpuria municipal board","Bihpuria Municipal Board, Po- Bihpuria, Bihpuria Lakhimpur","784161","Bihpuria Police Station","27.015014","93.915932","295"
186,"Lakhimpur", "Bordoibam Gaon Panchayat","Baliani, Po- Ghilamora, Ps- Ghilamora Lakhimpur, Assam","787053","Block Development Office, Bordoibam","27.311928","94.387899","295"
187,"Lakhimpur", "Sub-Divisional Officer(c), Dhakuakhana","Gohain Bari Pathar, Ps- Dhakuakhana Lakhimpur, Assam","787055","Judicial Court, Dhaku akhana","27.201113","94.393433","295"
188,"Lakhimpur", "Harmoti Gaon Panchayat","Merbil, Po- Merbil, Ps- Laluk Lakhimpur, Assam","784160","Weekly Bazar, Harmoti","27.122948","93.853715","295"
189,"Lakhimpur", "Karunabari Block Development Office","2No Karunabari, Ps- Laluk Po- Laluk, Lakhimpur, Assam","784160","Laluk College","27.100463","93.944098","295"
190,"Lakhimpur", "North Lakhimpur Municipal Board","Ward No -06, Po— North Lakhimpur Ps- North Lakhimpur, Lakhimpur, Assam","787001","North Lakhimpur Circle Office","27.238249","94.106306","295"
191,"Lakhimpur", "Nowboicha Circle Office","Vill - Bilotia, Po- Nowboicha Ps- Nowboicha, Lakhimpur, Assam","787023","Nowboicha Police Station","27.171079","94.020859","295"
192,"Lakhimpur", "Narayanpur Revenue Circle Office","Vill- Panbari, Po- Panbari, Ps— Narayanpur, Assam","784164","Agriculture Office, Narayanpur","26.970418","93.869009","295"
193,"Lakhimpur", "Telahi Block Development Office","Vill- Kalita Gaon, Po- Khoga, Ps- Panigaon, Lakhimpur, Assam","787052","Madhya Telahi High School","27.136729","94.14226","295"
194,"Lakhimpur", "Bihpuria Circle Office","Po- Bihpuria, Ps- Bihpuria, Lakhimpur, Assam","78416T","Bihpuria College","27.024459","93.915697","295"
195,"Lakhimpur", "Sonari Chapori Gaon Panchayat","Vill- Sonari Chapari, Po- Kekuri, Lakhimpur, Assam","7877","Veterinary Office, Sonari Chapari","7.14489","94.346398","295"
196,"Majuli", "Ujani Majuli Rev Circle","Jengraimukh Po, Majuli","785105","","27.0484","94.2844","706"
197,"Majuli", "Ujani Majuli Dev Block","Jengraimukh Po, Majuli","785105","","27.0635","94.2817","706"
198,"Majuli", "Majuli Dev Block","Kamalabari Po, Majuli","785106","","26.9468","94.172","706"
199,"Majuli", "Chilakola GP Office","Garmursatra S.O","785106","","26.9485","94.097","706"
200,"Majuli", "Dakhin Ahatguri GP Office","Dergaon Po","785108","","26.7897","93.9873","706"
201,"Majuli", "Ratanpur Miri GP Office","Ratanpur Miri Pam, Nayabazar","785105","","27.0898","94.3863","706"
202,"Majuli", "Rawanapar GP Office","Kamalabari Po Majuli","785106","","26.9519","94.2554","706"
203,"Nalbari", "Barkhetri Block Development Office","0/0 Barkhetri Block Development Office, P.O.+P.S.- Mukalmua, District- Nalbari, Assam.","781126","Near Barkhetri Rev. Circle Office","26.27467712","91.35568529","298"
204,"Nalbari", "Barbhag Block Development Office","0/0 Barbhag Block Development Office, Village- Kamarkuchi, District- Nalbari, Assam.","781347","Near Hajo—Nalbari Road","26.3484321","91.468243","298"
205,"Nalbari", "Paschim Nalbari BD0","0/0 Paschim Nalbari Block Development Office, Rupiyabathan, P.0.-Chamata, P.S.- Belsor, Dist.- Nalbari, Assam.","781306","Near Chamata Higher Secondary School","26.405513","91.347678","298"
206,"Nalbari", "Madhupur BD0","0/0 Madhu pur Block Development Office, Kaithalkuchi, Nalbari, Assam.","781370","Near Kaithalkuchi Railway Station","26.4518825","91.4381376","298"
207,"Nalbari", "Mukalmua Sub-Registrar Office","0/0 Sub-Registrar Office Mukalmua, P.O.+ P.S.- Mukalmua, District- Nalbari, Assam.","781126","Near Barkhetri Rev. Circle Office","26.2733885","91.3537057","298"
208,"Nalbari", "Belsor Gaon Panchayat","0/0 Belsor Gaon Panchayat, Belsor, Nalbari, Assam.","781304","Near Belsor Balak High School","26.3785941","91.3358203","298"
209,"Nalbari", "Borigog Bonbhag Block","0/0 Borigog Block Development Office, Tamulpur Road, Ghograpar, Dist.- Nalbari, Assam","781369","Near Tamulpur- Ghograpar Road","26.472892","91.4697845","298"
210,"Nalbari", "Nalbari Municipality Board","0/0 Municipal Board Nalbari, Ward No-6, Pnc Road, Islamsupa, Dist.- Nalbari, Assam","781335","Near Police Station Nalbari","26.4454204","91.4394505","298"
211,"Nalbari", "Nalbari DTO","0/0 The District Transport Office, N.H.-31, P.0.+District- Nalbari, Assam","781335","Near S.P. Office Nalbari","26.4597144","91.4298278","298"
212,"Sivsagar", "Sivsagar Dev Block (Khe)uvva)","0/F Sivasagar Development Block, Village- Khelua, Po Khelua Dist: Sivasagar","785701","","26.98678","94.72766","300"
213,"Sivsagar", "Sibsagar Municipal Board","0/F Sivasagar Municipal Board, A.T Road, Ward No 9","785640","Near Dikhow Bridge","26.97765","94.63235","300"
214,"Sivsagar", "Sibsagar DTO","0/F District Transport Officer, A T Road, Namtial Pather, Sivasagar","785600","","26.99934","94.64818","300"
215,Sivsagar, "Simalgu ri Gram Panchayat","O/F Simal uguri  Gaon Panchayat, Nazira Road, Balighat",785686,Near Markaz Academy,26.92642,94.74099,"300"
216,Sivsagar, "Gourisagar Dev Block","0/F Gaurisagar Bdo, Ga urisagar Dist: Sivasagar",785664,"Introns Of Gaurisaga Police S tation",26.94767,94.53607,"300"
217,Sivsagar, "Amguri Municipal Board","O/F Amguri  Municipal  Board, Ward No 10, Dist : Sivasagar",785680,", lN ear Railway Colony",26.81003,94.52228,"300"
218,Sivsagar, "Asst. Executive Engineer PWD Road, Geleky","O/F Asst Executive Engineer  Pwd Roads, Gelakey Charali,",785696,Near Gelakey  Bus Stop,26.80278,94.70055,"300"
219,Sivsagar, "Nazira Dev Block", "0/F Nazira Bdo, Abhaypuria  Gaon, Chapangni",785685,,26.87389,94.66205,"300"
220,Sivsagar, "Demow Dev Block", "O/F Demow  Bdo, Dist Sivasagar",785662,Near Demow Chariali,27.12645,94.73982,"300"
221,Sonitpur, "Dhekiajuli Municipal Board","Dhekiajuli  Lachit Complex, Dhekiajuli,7 84110",784110,N.H. 52,26.7046292 5,92.49256681,"301"
222,Sonitpur, "Jam ugurihat Town Committee","Pachimborbhogia, Jamagurihat,784180",784180,Jamagurihat,26.7371 131,92.9374585,"301"
223,Sonitpur, "Rangapara Block Development Office","Rangapara  BIock Office, Pin! 784505",784505,Rangapara,26.8214324,92.682479,"301"
224,Sonitpur, "Balipara Block Development Office","Balipara Dev.Block,Ghoramari,Sonitpur, Pin-78410S",784105,Ghoramari,26.75415476,92.77579478,"301"
225,Sonitpur, "Bihaguri Block Development Office","Bihaguri Block Devlopment  Office, Tu muki, P.O-Pithakhuwa,P.S-Tezpur Rural Puthimari, Pin-784153",784153,Pithakhuwa,26.67888317,92.6601451,"301"
226,Sonitpur, "Borchalla Block Development Office","Bhotpara, Near Asstt Executive Engineer Pwd Office, P.0-Dhekiajuli ,P.0—Palashbasti Pathar Pin- 784112",784112,Palashbasti  Pathar,26.7009195,92.517 3105,"301"
227,Sonitpur, "Dhekiajuli Block Development Office","Dhekiajuli  Block Devlopment Office,Dhekiajuli Pin-7841 10",784110,Dhekiajuli,26.7089765 4,92.477 16834,"301"
228,Sonitpur, "Gabharu Block Development Office","Gabhoru Bdo Office,Vil1-D iputa, P.0-Diputa,Pin-784150",784150,Radhikapur,26.66583408,92.73841234,"301"
229,Sonitpur, "Naduar Block Development Office","Panchi Gaon Rd,Jam ugurihat,Assam","784180", Panchi Gaon, 26.72225187, 92.92062155,"301"
230,Sonitpur, "Dakhin Murhadol Gaon Panchayat","Dakhin Murhadol Gaon Panchayat ,Vill- Dhailaibil, P.0-Naharbari,Sonitpur, Pin- 784182",784182,Naharbari,26.78207672,92.91236324,"301"
231,Sonitpur, "Rangapara  Municipal Board","Lechu Bagan, Ward No 4, Ragapara,Sonitpur Assam, Pin-784505",74505,"Lech u Bagan, Panitanki",26.82021765,92.68225662,"301"
232,Sonitpur, "Tezpur Development Authority","Hatipillkhana,P.0-Tezpur,P.S-Tezpur,Pin-784001",784001,Silver Jubuli School,26.62788358,92.79322091,"301"
233,Sonitpur, "Tezpur Municipal Board","Tezpur Municipal  Board, Post Office Road, Word,Ward  No-8 Near Head Post Office, Tezpur,Assam  Pin-784001",784001,Post Office Road,26.6212990 9,92.79794509,"301"
234,"South Salmara- Mankachar", "Malir Alga GP","Mat ir Alga Gp Office, Po-Fuler Char, Ps- Sukchar, Dist-South Salniara Mankachar, Assam-7 83135",783135,Malir Alga Me School,25.739755,89.889835,"707"
235,"South Salmara- Mankachar", "South Salmara Circle Office","Vill-Tumni Laokhowa, Po-Tumni, Ps-South Salmara, Dist-South Sahara Mankachar, Assam-78312 7",783127,Rbp Hs School,25.875908,90.009934,"707"
236,"South Salmara- Mankachar", "Fekamari Block Office","Fekamari Development Block Office, Po- Fekamari, Dist-South  Salmara Mankachar, Assam-783135",783135,"District & Sessions Judge, South Salmara Mankachar",25.694762,89.8985 73,"707"
237,"South Salmara- Mankachar", "Bengerbhita  GP Office","Bengerbhita  Gp Office, Po-Kalapani,  Dist- South Sal mara Mankachar,  Assam-783135",783135,Bengerbhita  Bazar,25.606329,89.920392,"707"
238,"South Salmara— Mankachar", "Kukurmara  GP","Vill-Kukurmara  Ptl, Po-Radhamadhab Hat, Ps - Mankachar, Dist-So uth Sal mara Mankachar,  Assam-783131",783131,Kukurmara  Bop,25.646362,89.889538,"707"
239,"South Salmara- Mankachar", "Kakripara GP Office","Vill+Po-Kakripara, Ps-Mankachar,  Dist- South Salmara Mankachar, Assam-7 83131",783131,Kakripara Bazar,25.541012,89.86792,"707"
240,"South Salmara- Mankachar", "Tumni GP","Vill+Po-Tumni,  Ps-South Sal mara, Dist- South Salmara Mankachar,  Assam-7 83127",783127,Tumni Bazar,25.8577556,89.9986254,"707"
241,"Tinsukia", "Tinsukia  Revenue Circle Office","Tinsukia Revenue Circle Office, A T Road, Near Tinikunia  Pukhuri, Po/Ps: Tinsukia, 786125",786125,Tinikunia  Pukhuri Bustand,"27°29'5.8872""N","95°20’S5.8065""E","302"
242,"Tinsukia", "Guijan Dev Block","Nu npuria Bongali Gaon, Po-Panitola, Ps-Panitola,Dist-Tinsukia","786183", Nunpuria Bongali Gaon,27.498774,95.28811 7,"302"
243,"Tinsukia", "Hapjan Dev Block","Betjan Road,P.0 -Maku m,Ps-Makum,Dist-Tinsukia","786,170","Betjan Road,Makum",27.499478,95.428585,"302"
244,"Tinsukia", "Doomdooma Circle Revenue Office","Rupaisiding, Po-Rupaisiding","786153","Near Doomdooma College, Nh 37",27.59464S,95.55ó157,"302"
245,"Tinsukia", "Tinsukia Municipal Board","Tinsukia Munici pal Board,Dist-Tinsukia,P.0- Tinsukia,P.S-Tinsukia",786125,"Near Vishal Megamart,Tinsukia Thana Chariali Road",27.4889 N,95.3569 E,"302"
246,"Tinsukia", "Margherita Dev Block","Margherita  Development Block Office, Jayanagar, Margherita, P.O.- Ma ku mpather, Ps- Margherita, Dist- Tinsukia",786187,"Near Margherita  Coflege Road",27.296318,95.657101,"302"
247,"Tinsukia", "Kakopii thar Dev Block","Kakopather Deve1 opment  Block Office, Kakopather, P.0  - Kakopather, Dist- Tinsukia",786152,"Near Veterinary  Hospital, Nh 15",27.622175,95.639858,"302"
248,"Tinsukia", "Saikhowa Dev Block","Khaloi Gaon, P.O-Saikhowa Ghat,Tinsukia",786154,"Dholla-Dhadu m Gaon Panchayat",27.735655,95.598711,"302"
249,"Tinsukia", "Sadiya Development Block","Sadiya Development  Block, P.0. Chapakhowa,  P.S. Sadiya, Dist- Tinsukia",786157,Chapakhowa  Municipal Board,7.90959,95.770841,"302"
250,"Tinsukia", "Itakhuli Dev Block","ltakhuli Dev Block, P.0.- Mohkhuli, Ps- Bordubi,  Dist- Tinsukia",786148,Nr Bapuji Panchaiyat,27.4354810 1,95.35624336,"302"
2S1,"Tinsukia", "Sadiya Revenue Circle Office","Sadiya Revenue Circle Office, P.0- Chapakhowa,  Ps- Sadiya, Dis- Tinsukia",786157,"Near Sbi Chapakhowa Branch, Sadiya",27.91209 6,95.768836,"302"
252,"West Karbi Anglong", "Amri Development Block","Amri Development  Block Office, Ullukunchi, West Karbi Anglong, Assam",782410,"Ullukunchi,  Arnri Block Development  Office",25.951858,92.341711,"710"
253,"West Karbi Anglong", "Chinthong Development Block","Chinthong Development  Block Office, Hamren Habe Arong (Village), Ham ren, West Karbi Anglong, Assam",782486,Hamren Habe Arong (Village),25.865132,9K593996,"710"
254,"West Karbi Anglong", "Rongkhang Development Block","Rongkhang Development  Block Office, Donkamukam  Town, Sari Ali, West Karbi Anglong, Assam.",782485,"Donkamukam  Town, Sari Ali",25.933224,92.70174i,"710"
255,"West Karbi Anglong", "DC Office, Ham ren","Dc Office, Sai Ali, Near Rongchingdon, Hamren, West Karbi  Anglong, Assam",782486,"Sai Ali, Hamren, Near Rongchingdon",25.847B77,92.578705,"710"
256,"Morigaon", "Morigaon Municiopality Board","Vip Road, Rajagaon,Morigaon",782105,Morigaon Police Station,26.285247,92.352917,"296"
257,"Morigaon", "DTO, Morigaon", "Morigaon", 782105, "Opposite Drda Office", 26.24370356, 92.33522929,"296"
258,"Morigaon", "Zilaparisad  Morigaon (CEO)", "Rajagaon, Morigaon,Assam",782105,"Opposite Shankardev Buildmart",26.25249644,9234609798,"296"
259,"Morigaon", "Bhurbandha  Development Block","Bhurbandha,Mo rigaon,Assam",782104,"Opposite Bhurbandha Gaon Panchayat",26.30487°,92.362217°,"296"
260,"Morigaon", "Laharighat  Development BIock","Dhingarati, Laharighat, Morigaon ,Assam",782127,"Nearby Laharighat  Petrol Pump",26.41946 585,92.33632242,"296"
261,"Morigaon", "Mayong Development Block",Jagi Bhakatgao n,782411,"Opposite Mayong Circle Office",26.1860° N,92.2304°,"296"
262,"Morigaon", "Kapili Development Block","Barapujia, Po — Barapujia, Morigaon",782103,Barapujia Govt. Mv School,26.273842°,92.498843°,"296"
263,"Morigaon", "Moirabari  Development Block","Hatimuria, Moirabari, Morigaon",782126,Near Awahaq  Hospital,26.45344,92.438466,"296"
264,"Morigaon", "Paghali GP (Dolong Ghat Block)","Paghali Gaon Panchayat, Dologgghat Rd,Bormonipur",782142,"Opp Dolongghat  Dev Block",26.331848,92.543963,"296"
265,"Baksa", "Office of the Block Development  Officer- Barama","Office of the Block Development  0fficer- Kadamtal  Nikasi Road, Barama,  Barama, Dist: Baksa,Assam, PIN- 781346",781346,Barama La khi Mandir,26.53095,91.35134,"616"
266,"Baksa", "Office Of The Forest  Range Officer-Kumarikata","Office Of The Forest Range 0 fficer- Kumarikata,  Village: Gopinathpur,Kumarikata,PS: Tamulpur, Dist- Baksa,Assam, Pin-781360",781360,,26.736203,91.554009,"616"
267,"Baksa", "Office of the Block Development Officer- Goreswar","Office of the BIock Development Officer- Goreswar,  Village -Baghdoba,  District- Baksa, Pin-7813 66",781366,"UN Academy, Goreswar",26.528172,91.70t06,"616"
268,"Baksa", "Office of the Block Development Officer- Nagrajuli","Office of the Block Development Officer— Nagrajuli, Pin-781368",781368,,26.713071,91.652994,"616"
269,"Baksa", "Office of The Sub- Divisional Officer-Salbari","Office of The Su b-Divisional  Officer- Salbari,P.0- Salbari, District-Baksa  Pin Code- 781318",781318,Near Salbari College,26.64436,91092402,"616"
270,"Baksa", "Office of The Sub-Divisional Officer-Tamulpur(Tamulpur DC Office)","Office of The Sub-D ivisional Officer- Tann ulpur,Vill: Kalbari, PO: Kalbari, PS:Tamulpur,Dist: Baksa,Assam, PIN- 781367",781367,,26.6003S7,91599588,"616"
271,"Baksa", "Office of the Revenue Circle Officer—Bagan para","Office of the Revenue Circle Officer— Bagan para, PO: Baganpara,Dist- Baksa,Assam,PIN— 781344",781367,,26.651538,91.447173,"616"
272,"Baksa", "Office of the Revenue Circle Officer-Barama","Office of the Revenue Circle Officer-Barama, Vill: Niz Juluki, PO: Barama, PS:Barama,Dist: Baksa,Assam, PIN- 781346",781346,,26.519492,9l35!639,"616"
273,"Baksa", "Office of the Revenue Circle Officer—Baska","Baksa Revenue Circle,Baska,District - Baksa, State-Assam  Pin-78 1372",781372,Baska District Centre,26.664246,91.343164,"616"
274,"Baksa", "Office of the Revenue Circle Officer—Goreswar","Office of the Revenue Circle Officer—Goreswar,  Village no-2 , Goresh war, P.0- Goreshwar,  District-Baksa, Pin-7813 66",781366,"UN Academy, Goreswar / Office of the Revenue Circle Officer—Goreswar",26.52811,91.72069,"616"
275,"Baksa", "Office of the Revenue Circle Officer-Salah","Office of the Revenue Circle Officer-Jalah, P.0- Jalahghat,  District - Ba ksa, State-Assam, Pin-781327",781327,,26.643315,91.228181,"616"
276,"Baksa", "Office of the Revenue Circle Officer-Tamulpur","Office of the Revenue Circle Officer- Tamulpur, Vill: Tant ulpur, PO: Tamulpu r, PS: Tamulpur, Dist: Tamulpur,Assam,PIN-781367",781367,"Near Sub-register Office, Tamulpur",26.616671,91.573838,"616"
277,"Baksa", "Deputy Commissioner’s Office-Baksa","Deputy Commissioner’s Office- Baksa,Village: lN o Kataligaon,Dist-Baksa,P.O/P.S-Mushalpur,Pin-781372,Assam",781372,"SP Office, Baksa",26.661069,9t.3625361,"616"
278,"Udalguri", "Dimakuchi SDO(Agri) Office","Dimakuchi Sdo Agriculture Office,P.S-Dimakuchi,C.O-Harisinga",784526,"Near Sbi Dimakuchi Branch",26.744231,91.82656,"617"
279,"Udalguri", "Rowta Block Office","ta Block Development Office,P.S-Rowta",784508,"Near Rowta Police Station",26.701899,92.20055,"617"
280,"Udalguri","O/Ee Dhanshree Project Weir Div. Bhairabkunda","Executive Engineer Dhanshree Project Weir Div. Bhairabkunda",784513,"Near Dhanshree Resort",26.889368,92.112956,"617"
281,"Udalguri","BhergaonSdo(Civil) Office","Vill-Doulchuba,P.O-Bhergaon,P.S-Tangla,Dist-Udalguri",784522,"Near Bhergaon Polytechnic College,Udalguri",26.635198,91.840215,"617"
282,"Udalguri","Kalaigaon Circle Office","Kalaigaon Revenue Circle Office,Vill-Gerua,P.O-Kalaigaon,P.S-Kalaigaon,Dist-Udalguri",784525,"Near Kalaigaon Development Block Office",26.576778,91.973528,"617"
283,"Udalguri","Udalguri Circle Office","Udalguri Revenue Circle Office,P.O-Udalguri,P.S-Udalguri,Dist-Udalguri",784509,"Near Udalguri Phc Hospital",26.747943,92.095742,"617"
284,"Udalguri","Khoirabari Circle Office","Khoirabari Revenue Circle Office,Vill-Khoirabari,P.O-Khoirabari,Dist-Udalguri",784522,"Near Khoirabari Town High School",26.598629,91.819783,"617"
285,"Udalguri","Mazbat Circle Office","Mazbat Revenue Circle,P.O-Mazbat,Dist-Udalguri",784507,"Near Mazbat College",26.801784,92.287203,"617"
286,"Udalguri","Harisinga Circle Office","Harisinga Revenue Circle Office,P.O+P.S-Tangla,Dist-Udalguri",784521,"Near Tangla Police Station",26.65638668,91.91679437,"617"
287,"Udalguri","Udalguri Circle Office","Dc Office,Udalguri,P.O-Udalguri,P.S-Udalguri,Dist-Udalguri",784509,"Near District Agriculture Office",26.7335,92.0918,"617"
288,"Chirang","Runikhata VCDC","Madhyam Ranikhata,Runikhata,Assam—783373",783373,"Runikhata Ps",26.635253,90.381742,"612"
289,"Chirang","SDO Bijni","Sub Division Office Rd, Bijni,Assam 783390",783390,"Bijni College",26.492956,90.70218,"612"
290,"Chirang","Bengtol Rev Circle","Bengtol No.1, Assam 783394",783394,"Bengtol College",26.632011,90.47761,"612"
291,"Chirang","Sidli Revenue Circle Office","Namalpur,Assam 783373",783373,"Sidli Police Station",26.53758,90.4503221,"612"
292,"Chirang","DC Office,Chirang","Kajalgaon,Chirang,Pin: 783385(Btad),Assam",783385,"Sp Office Chirang",26.5223484,90.500174,"612"
293,"Dima Hasao","N.C. Hills Autonomous Council","N.C. Hills Autonomous Council Secretariat,PO-Haflong,Dima Hasao",788819,"Near AIR Station",25.161274,93.018366,"299"
294,"Dima Hasao","J.V.D Block, Mahur","Jatinga Valley Development Block, PO-Mahur,Dima Hasao",788830, "Near Mahur Hospital",25.1809616,93.11067,"299"
295,"Dima Hasao","P.W.D. Ib Of Laisong","PWD IB, Laisong Village,PO-Mahur,Dima Hasao.",788830,"Near Laisong Bazaar",25.208323,93.304158,"299"
296,"Dima Hasao", "Community Hall N.Songkai","New Songkhai  village, PO-Mahur, Dima Hasao.",788830,,25.08454,93.282018,"299"
297,"Dima Hasao", "Gunjung  Veterinary Dispensary","Veterinary  Dispensary Gungjung,  PO-Haflong, Dima Hasao",788819,Near Khali Mandir,25.318944,93.008558,"299"
298,"Dima Hasao", "New Sangbar Dev. Block,Dihangi","New Sanbar Dev Block 0fficeDihangi,“ Haflong, Dima Hasao",7888t9,"Near Dihangi StateDispensary",25.41951,92.99334,"299"
299,"Dima Hasao", "Thaisubari  P.W.D. lb","PWD IB, Thaijuwari, PO- Haflong, Dima Hasao.",788819,New Shiv Mandir,25.563649,92.970927,"299"
